Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
string,time,discrete,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,discrete
meta title=True,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
@SaketGokhale But this news won't be fired in the Indian media it will be busy off as it's nothing happened 🙂,2020-10-26 06:08:35,en,,1.0,1.0,@SaketGokhale,Ashwini Mishra 🌈,You don't need a new day to start over. You only need a new mindset.Student | nature love 💝| INC supporter🇮🇳.,35112.0,67690.0,399.0,1476.0,4.0,False,,,@ash_missh
Very convenient... say anything against the state n then backtrack. He needs to go on Indian media to clarify his statement because they r having a field day. broadcasting it all over. Here in Pakistan he should be made accountable or this type of rubbish will continue https://t.co/YKOVOj15GA,2020-10-26 06:06:28,en,,0.0,0.0,,Dr Shireen Rafeeq,Physician with specialty in Public Health & Nutrition. Interest in almost everything under the sun,6554.0,16262.0,285.0,121.0,1.0,False,,,@Shireen_Rafeeq
"Journey of Indian Media - A Fast-Changing Reality https://t.co/6a8fUyUsyA 

Has true journalism died already?!

#TrabloggerReads for #MyFriendAlexa 
@blogchatter",2020-10-26 06:05:47,en,,0.0,0.0,,trablogger,Travel|Blogging|Photography|OccasionalWriting|First book Published. Order  #Kindle version from here https://t.co/R1fUPTFs91,2478.0,1290.0,3212.0,1852.0,46.0,False,,,@jiths
@johnkrasinski what great work from you... Especially as a media person and what a great line that 'Great news often come from tge least expected places'. This line needs to be understood and cherished by the Indian media merely running after TRP.,2020-10-26 06:00:06,en,,1.0,0.0,@_iamlumos_,Bhavik shah,Medico. Sports lover. Econut.,24.0,49.0,57.0,21.0,0.0,False,,,@_iamlumos_
"Here, we (Team FreelyFreaks) have released this new video on the ""Reality of Indian media"". In this video, we have discussed the untold truth about the Indian media. 

Please like, share and comment on our video❤
https://t.co/tOIjsU29vV

#faketrp #indianmedia #shameonindianmedia https://t.co/V6RjPceNaQ",2020-10-26 05:59:59,en,,0.0,0.0,,Nikhil KeDia (nik),"#Painting 🖌#CreativeHumanBeing💡💡
#CommerceStudent📚 #BooksReader 📓📓
#GFXandVideoEditor #Passionate #PhotograhyLover😍 #DreamToBcmBillionaire💰💰💰💰",95.0,96.0,279.0,94.0,0.0,False,,,@nikhilkedia97
"@ashoswai Arnab is the extreme model of indian media. Media houses are not criticizing @republic but envy it. If it goes on like this, soon we will have 5 channels giving competition yo @republic.",2020-10-26 05:55:18,en,,0.0,0.0,@ashoswai,AYDIAV,"हिंसक विवेकहीन अंधधार्मिक होने से बेहतर है नास्तिक होना, कभी भी।",2123.0,569.0,382.0,82.0,0.0,False,,,@AYDIAVV
@republic's contribution to Indian Media is the absolute reason why Aryabhatta had to give the number zero.,2020-10-26 05:50:57,en,,1.0,0.0,@republic,THE INDIAN SATIRES,"I know all those words, but that sentence makes no sense to me.",14.0,4773.0,74.0,11.0,0.0,False,,,@TheIndianSatire
"@hinaparvezbutt Indian Media Promote PDM Agenda 
Mulk Dushman Marrium Nawaz Shareef &amp; Nawaz Shareef and its B team PDM wants to create war Against Pakistan &amp; Pak Army https://t.co/x6QGgcgK0Q",2020-10-26 05:50:28,en,,0.0,0.0,@hinaparvezbutt,salman ahmed94,I am romantic person who loves romance and beauty,20521.0,49248.0,4990.0,1153.0,2.0,False,,,@Ahmed94Salman
"The Azaad Awaaz October 2020 issue is out.
Pdf link: https://t.co/VY5dsR3d9X.  Please do give it a read and share in your comments. #COVID19 #religion #religions #magazine #History #india #indianmedia #ReligiousFreedom @PaigamNetwork @AzaadAwaaz https://t.co/KhkRrWCwLW",2020-10-26 05:47:26,en,,0.0,1.0,,Azaad आवाज़,Amplifying Voices,44.0,33.0,57.0,15.0,0.0,False,,,@AzaadAwaaz
"#BTSOnNDTV
I am going mad and can't wait for the first ever direct interaction with  Indian media.
Purple army forever 💜",2020-10-26 05:45:30,en,,0.0,0.0,,Prathiksha,,10.0,1112.0,104.0,2.0,0.0,False,,,@Prathik39845113
"Anti state statements made by some speakers in Quetta public gathering, if seen in the backdrop of statements made by MNS / Iltaf Hussain and line of action taken by Modi regime /Indian media, gives rise to some sort of dangerous collusion which needs to be dealt strongly.",2020-10-26 05:44:48,en,,0.0,0.0,,Misbah Ur Rehman Kha,,163.0,39.0,11.0,10.0,0.0,False,,,@colkha
@BodkheShilpa Shame on Indian media,2020-10-26 05:25:44,en,,0.0,0.0,@BodkheShilpa,Kp,,10528.0,16257.0,909.0,150.0,0.0,False,,,@panwar_krishan
"#BTSonNDTV
I'm Very Thankful To NDTV For Taking BTS's Interview...
It's The First Time BTS Giving Interview On Indian News Channel..
.
.
.
I'm Very Happy 
.
.
.
I'm Just Waiting For 30th October",2020-10-26 05:13:13,en,,1.0,0.0,,Ambika Semwal,"✨🥀BTS Army Girl🥀✨

🌹💜Ot7💜🌹

✨✨But Jimin, Jungkook, Suga Are My Favourite✨✨

🌺Blink🌺

🥀Rosé🥀

🇮🇳From: Chandigarh🇮🇳

🇰🇷Dreamlan: South Korea🇰🇷",1.0,2.0,1.0,0.0,0.0,False,,,@AmbikaSemwal1
#IAmRepublic farzi log farzi channel.. you keep tracking kangana.. thats all you can do.. black sheep of indian media.. world is laughing at indian journalsim coz of republic.. chindi channel..,2020-10-26 05:07:53,en,,0.0,0.0,,andh bhakt,,579.0,22.0,510.0,4.0,0.0,False,,,@true_Indiann
"#IAmRepublic  -  yes Arnab  &amp; Team -we watch Republic and we don’t want money or favours to watch it or any other channels !!We watch republic because of the new approach , new presentation and aggressive probing the corrupt 🙏  Bolt of indian media and set trends and records 🙏",2020-10-26 04:46:33,en,,1.0,1.0,,Rahul G,"I am a student and interested in politics
🇮🇳🇮🇳I love my country 🇮🇳🇮🇳(संन्यासी)😷😷",227.0,26369.0,165.0,57.0,0.0,False,,,@_rahulg1
"@SimmiAhuja_ @narendramodi If there was one source then one can understand news is fake. Her is another https://t.co/LlSDGdoNDq &amp; another https://t.co/iFtrzomZoV 
&amp; another
https://t.co/ZZX1d2WZL7
Only the Indian media quotes her lower figure.",2020-10-26 04:41:36,en,,0.0,0.0,@SimmiAhuja_,शैलेन्द्र मिश्रः,"धृति: क्षमा दमोऽस्तेयं शौचमिन्द्रिय निग्रह: ।
धीर्विद्या सत्यमक्रोधो दशकं धर्म लक्षणम् ।।",15770.0,1210.0,213.0,283.0,1.0,False,,,@shailendrah
"@SamSeyffert @Saudi_Gazette Mumbai court not commented on French incident it commented on Indian media. The  Media in general is referred here ,the incident in France is between to person both of them are not right.",2020-10-26 04:41:13,en,IN,0.0,0.0,@SamSeyffert,Mohamed Ali Khan,,4829.0,731.0,53.0,10.0,0.0,False,,,@Mdalikhan64p
@HinduRaj47 @EmmanuelMacron Lahore is still in pakistan we proud our army any indian didn’t dare to grab them butt provide chair n table to signe our forces didnt take a single sip of water cz we r not hungry but abinandan was grabbed by public begherat enjoyed tea with words against indian media n army,2020-10-26 04:37:09,en,,0.0,0.0,@HinduRaj47,Tipu Sultan,hum Pakistani swaey AllaH ke kisi se nhi derte,655.0,501.0,273.0,7.0,0.0,False,,,@CHPENDO
"@republic #IAmRepublic  -  yes Arnab  &amp; Team -we watch Republic and we don’t want money or favours to watch it or any other channels !!We watch republic because of the new approach , new presentation and aggressive probing the corrupt 🙏  Bolt of indian media and set trends and records 🙏",2020-10-26 04:36:25,en,,1.0,1.0,@republic,Shraddha@abby,,21.0,681.0,35.0,16.0,0.0,False,,,@Shraddhaabby1
"#IAMRepublican -  yes Arnab  &amp; Team -we watch Republic and we don’t want money or favours to watch it or any other channels !!We watch republic because of the new approach , new presentation and aggressive probing the corrupt 🙏  Bolt of indian media and set trends and records 🙏",2020-10-26 04:35:23,en,,1.0,0.0,,Shraddha@abby,,21.0,681.0,35.0,16.0,0.0,False,,,@Shraddhaabby1
@PravinSawhney This is the real face of Indian Media. They are struggling for the survival. Pl. look into:https://t.co/0Ik6gT4zri,2020-10-26 04:22:39,en,,0.0,0.0,@PravinSawhney,NUDRAT HUSSAIN,,39.0,2.0,21.0,6.0,1.0,False,,,@NUDRAT4
@PpollingNumbers @ambkcsingh @TheEconomist This is huge.If this happens it's a massive verdict.Indian media should learn how to be independent &amp; forecast what is truth and right.,2020-10-26 04:20:44,en,,0.0,0.0,@PpollingNumbers,Raghunathan tk,"Engineer,Worked in Sr positions marketing earth moving m/cs,rail&metro,defence products.RTs&favorites r nt endorsements.",13072.0,7018.0,542.0,396.0,4.0,False,,,@raghunathtk
"Stop following indian media. They are spreading false news.
#IndianJokerMedia 
#FalseIndianMedia 
#CivilWarInPakistan",2020-10-26 04:16:28,en,,0.0,0.0,,ÀنzĀل 🇵🇰,"🇵🇰🇹🇷
Talks on Pakistan war from 9/11 To Rad ul Fisad.            (Fighting Demons)

Inter Services of Public Relations.",1830.0,2317.0,45.0,27.0,0.0,False,,,@Anzal26
"@republic # Am Republic -  yes Arnab  &amp; Team -we watch Republic and we don’t want money or favours to watch it or any other channels !!We watch republic because of the new approach , new presentation and aggressive probing the corrupt 🙏  Bolt of indian media and set trends and records 🙏",2020-10-26 04:15:38,en,,1.0,0.0,@republic,anil,,967.0,158.0,4.0,1.0,0.0,False,,,@anil87933629
Rest owais nurani don’t have any say just hudee by Diesel. Without any doubt it’s clear they all are traitors! THEN WHY THEY ARE BEING SPARED ?? Dear they need iron GULLU these statements are being used by Indian media! Will have negative impact. WE DEMAND  FOR STRICK ACTION.,2020-10-26 04:13:09,en,,0.0,0.0,@Dulmialo1,Dulmialo,Mech Eng.RND,11031.0,6452.0,120.0,74.0,0.0,False,,,@Dulmialo1
"No coverage in Indian media on this set back to Reliance 

https://t.co/E8JZ5QmnfN",2020-10-26 04:11:33,en,,2.0,2.0,,Ordinary Jo,Traffic lighting the society. #SaveThoothukudi #JusticeForThoothukudi #Politics #Photography,13895.0,13661.0,486.0,283.0,0.0,False,,,@joseprem1
"Get lost: Taiwan reacts after Chinese mission asks Indian media to follow `one China` policy

https://t.co/EBV72YBaZm",2020-10-26 03:52:21,en,,0.0,0.0,,sun,"Hospitality Consultant
Views & RT personal and YES not connected to Maharashtra Tourism",32667.0,6456.0,2450.0,2427.0,178.0,False,,,@GM_MTDC
"No Indian media carried this.

Sudan Secular after kicking out #Islam as State Religion.

India must learn from #Sudan.
#ShariaLaw too banned after disowning #Islam. 

India needs #UCC #UniformCivilCode.
A Single Law beyond Religions. #BanShariaLaw

https://t.co/uxkNqvcLWg",2020-10-26 03:50:57,en,,1.0,0.0,,Straight Talk,"ProCivilisation.Believer in Dharma, reincarnation, honesty, straightforwardness, Law. Retd from Service. Will respond to arguments. Abusers blocked",37554.0,3715.0,87.0,1195.0,25.0,False,,,@sttalkindia
@mbahree @tjoseph0010 Me too. Wish indian media grows a spine against Modi Sarkar.,2020-10-26 03:41:38,en,,1.0,0.0,@mbahree,Blue,,7716.0,52972.0,16.0,51.0,0.0,False,,,@blueboyhai
"Specially #IndianMedia interview of #Taiwan offical and politician with in 7 days ,then we boycott #indianmedia ""isko aap log damkii smjhe ya kuch or ye aap p depend krta h""
@ZeeNews @republic @aajtak @IndiaToday @Republic_Bharat 
@ANI @ndtv 
@sudhirchaudhary 
@pradip103 https://t.co/zIJps6tkYC",2020-10-26 03:41:24,en,,0.0,0.0,,NauniAnuj,"Don't be a slave🙁🙁 in heaven, Be a king 👑of hell😈😈😈😈",11.0,3.0,25.0,0.0,0.0,False,,,@naunianuj
"@Er_SKSharma @ashoswai Not true and what you hear from Indian media on Pakistan is mostly fake news.
Both India and Pakistan are poor countries with similar problems nobody has a higher ground against one another.",2020-10-26 03:40:06,en,,0.0,0.0,@Er_SKSharma,Miggel - Michael,Fasnacht Profi und hobby Bauer - Carnival Profi & hobby farmer. Former UNMOGIP member,3389.0,1123.0,66.0,57.0,0.0,False,,,@MiggelVoSchwiiz
The reality of Indian media. @scoopwhoopnews https://t.co/Juxg6Fbw5T,2020-10-26 03:39:20,en,,0.0,0.0,,Abhimanyu Datta,I am doing SO great.,4481.0,0.0,58.0,135.0,13.0,False,,,@abhimanyu_datta
"While #Punjab is up in arms against #BJP regime and @narendramodi's effigies are burnt across the state and his dummies slapped with sandals, #Indian media is busy reporting some imaginary stuff from #Karachi. That's Indian media aka Radio Rwanda for you. https://t.co/nYCqWNGX4z",2020-10-26 03:36:34,en,,11.0,4.0,,Rajiv Kumar 库玛,"Pacifist. Pluralist.  Anti-fascist.🇵🇰 watcher. 🇨🇳 observer. Beef lover. Interested in IR, geopolitics, religion, poetry, music, cinema, cricket.",4084.0,4517.0,283.0,2421.0,1.0,False,,,@humdekhenge2020
"https://t.co/N0EeOzniGS

The reality of Indian News Channel
@BBCHindi @FATFNews @UN @wef @ForeignPolicy @ANI @AJENews @BBCIndia @nytimes @CommissionerHR @UNHumanRights @CMOMaharashtra @uddhavthackeray @PawarSpeaks @DGPMaharashtra @MumbaiPolice 
@AjazkhanActor @ZakirAliTyagi",2020-10-26 03:36:12,en,,0.0,0.0,,Waseem Sayyed,Human Rights Activities,921.0,358.0,870.0,321.0,0.0,False,,,@waseem_sd
@AmanBansal78 @GopalKP2 @INCIndia If you love Indian media then you are never getting any contender..,2020-10-26 03:31:06,en,,0.0,0.0,@AmanBansal78,Bhanu Chhetri,"“Do not correct a fool Or he will hate you, correct a wise man, and he will appreciate you“",99.0,683.0,88.0,8.0,0.0,False,,,@BhanuCh68167084
@rvaidya2000 Indian media is like a whore house.,2020-10-26 03:27:04,en,,0.0,0.0,@rvaidya2000,IndiaFirst.UncompromisingNationalist,"PatriotForwhom INDIAcomesfirst IndustrialistEngineerInventorAdventurerTroubleshooterMultitaskerUrge todo de impossible ,AnytimeHelperSpiritual,Believer of Karma",37363.0,12020.0,279.0,322.0,4.0,False,,,@sure99
"@raqib_naik Indeed Indian media plays a major role in dividing people on the bases of religion and destroy the lives of people.which lead India hamper economy, development pace and peace under saffron rule.",2020-10-26 03:19:00,en,,1.0,0.0,@raqib_naik,Zaman Khan,"Grandfather, student of truthfulness, I love Kashmir . paradise on Earth , Illegally Occupied by Indian forces since 1947.",11905.0,12524.0,3163.0,2032.0,1.0,False,,,@ZamanKh85710450
"Epic Take on the President of the U.S of A, by Journalist Lesley Stahl. Look at her way of coming all out and asking the ""Right Questions"". Best piece of #journalism which #indianmedia needs to learn asap. She is right there where she should be. 👏 Job Well Done. https://t.co/1MFsCqYAqx",2020-10-26 03:15:52,en,,0.0,0.0,,Swat_Eye 🇮🇳 🌸,"INFJ in a Extrovert World. #IndianConstitution #Equality.
Patriarchy is Toxic. My Sarcasms and Dark Humour might go overboard. We can discuss politics 
🤓",5384.0,32185.0,597.0,234.0,0.0,False,,,@swat_eye
"@MujMash @Afghan_Policy Agree, but Indian media doesn't perceive Abdullah's visit that way 
https://t.co/StqaceNbvB https://t.co/KSjaCIDp04",2020-10-26 03:08:39,en,,1.0,0.0,@MujMash,afghan peace,#AfghanPeaceProcess 🇦🇫,14204.0,17139.0,631.0,873.0,8.0,False,,,@afghanpeacenews
"@tvocal_In @IFazilaBaloch @TarekFatah Nothing is happening here, Indian media is one of the fake news producing ever, we observed. You people don't worry about us. We are not in the state of any kind of civil war yet. But yes, India is gonna be",2020-10-26 03:07:05,en,,0.0,0.0,@tvocal_In,bilalsahil@yahoo.com,"writer, poet, entrepreneur and naturalist. Digital Markter @Dfilms",1289.0,1039.0,161.0,40.0,0.0,False,,,@bilalsahil79
@ashoswai Indian media is now an entertainment channel.... 😂 😂 😂,2020-10-26 02:38:58,en,,0.0,0.0,@ashoswai,TheGuyNextDoor ™ ✋🏼,"Truly appreciate any work if done in favor of India. Don't admire jumla. Congress Ideologies .
Typically Indian... So Truly Indian... Bhakts please stay",44330.0,53234.0,2355.0,1942.0,1.0,False,,,@TrulyIndian11
"Indian Media blamed Donald Trump for his mock against air pollution.
Indian media daily updates air pollution levels shows, Trump not mocking, he is point out the real situation.",2020-10-26 02:38:32,en,,6.0,1.0,,Nandagopal.K.M.,"Journalist....

AGNIVEER.... 

True Virat Hindu.


NO DM 🙏",60762.0,250240.0,746.0,6617.0,19.0,False,,,@nandaji1958
"@MIB_India
 
Why we don't have gaven an option to remove this toxic channel's from our subscription ? Its shows it is free and you cannot remove it ... Example is 
"" tv9 bharatvarsh  "" 
#newschannel #indianmedia #toxicnews #HateSpeech",2020-10-26 02:33:34,en,,0.0,0.0,@MIB_India,suketu,🌎वसुधैव कुटुम्बकम🌐,113.0,143.0,149.0,26.0,0.0,False,,,@suketudve
"Good morning India! This is our top read story: India's mainstream media outlets and some popular social media accounts have been abuzz with talks about 'civil war' happening in #Pakistan. However, experts believe this to be a disinformation campaign.

https://t.co/IC99MaAK49",2020-10-26 02:31:00,en,,2.0,0.0,,BOOM Live,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",25959.0,1785.0,1184.0,62923.0,558.0,True,,,@boomlive_in
"Somewhere Indian media has missed this big development. After meeting with RAW Chief, Nepal Govt has corrected the map.
#vijaydashmi 
——————
@LatikaMewar @ajeetbharti @OpIndia_com @79_pepe21 https://t.co/XCNOtxm7xJ https://t.co/anxuJtA2sh",2020-10-26 02:08:08,en,,5.0,0.0,,अज्ञानी बालक ©,"AI Engineer | Big Data Entusiast | Philatelist | Traveller | If I follow you, doesn’t mean I practice your ideas.",5114.0,6391.0,137.0,148.0,1.0,False,,,@BalakAgyani
"Sad to say but broadcast media in India had reduced its viewers to a cheap circus audience.
Who looks for stunts every now and then to beat their hands.
#JournalismIsDead 
#indianmedia",2020-10-26 02:06:07,en,,0.0,0.0,,Abhishek,"In a long battle against fascism.....

You are welcome too.",4595.0,5680.0,323.0,326.0,0.0,False,,,@jr_nirala
"@Satyanewshi @polpho I've always suspected china + congress nexus meddling in Indian media esp NDTV and India Today

Also elsewhere China + Islamists financing left media like CNN to basically peddle fake news",2020-10-26 02:04:32,en,,0.0,0.0,@Satyanewshi,JaiKapis,"Inventor & Modi + Trump supporter from Silicon Valley, Devotee of Hinglaj Mata 🌸ॐ हिंगले परम हिंगले अमृतरुपिनी तनु शक्ति मनः शिवे श्री हिंगलै नमः स्वाहा🌼",4234.0,1312.0,108.0,51.0,0.0,False,,,@jai_kapis
"It's been 4months since a celebrity was BRUTALLY MURDERED in India &amp; d powers that b declared it suicide in minutes. All Events, Facts, Evidences scream murder yet any Indian Media who covers it is harassed continuously&amp;unjustly Pls Help. 
#SSRians tag foreign media houses U know https://t.co/oNKZxveoFh",2020-10-26 02:02:15,en,,1.0,1.0,,KingSSR🌍,"THIS IS HOW I'LL REMEMBER YOU FOREVER
@ItsSSR",3336.0,3542.0,152.0,114.0,0.0,False,,,@itskingssr
@NewUser_1234 @OldPersonOnline Indian news channel. They made with a Tokyo Ghoul unravel edit too.,2020-10-26 02:00:15,en,,16.0,0.0,@NewUser_1234,Captain Haddock,"(NSFW)
23 | Mourinho sexual | I don't want to live anymore, not a single day. | (he/him)",23590.0,83450.0,521.0,735.0,2.0,False,,,@Kaptaan_Haddock
@DPRArohana Sir Parody account mocking  Indian media 😂😂😂,2020-10-26 01:51:49,en,,0.0,0.0,@DPRArohana,Rajashri Modi Bhakt,,26375.0,29247.0,2047.0,492.0,9.0,False,,,@BakthbyDefault
"Exclusive conversation with Nikol Pashinyan, Prime Minister of Armenia with indian news channel.
#Armenia
#StopAzerbaijaniAggression
#Artsakh
https://t.co/VdnyzqXxyX",2020-10-26 01:47:13,en,,0.0,0.0,,Aldous Huxley,A Caffeine based life-form,304.0,10962.0,126.0,105.0,0.0,False,,,@cjack600
"Prapoganda in indian media reported10 police men &amp; 5 pak army soldiers killed in clashes between army &amp; police in civil war started in Pakistan.See how enemy is waiting civil war in Pakistan due to this intelligible selected
@MaryamNSharif
@OfficialDGISPR https://t.co/T4cGt7AUfv",2020-10-26 01:39:36,en,,0.0,0.0,,Ishaqkhansumble,"A minor Peace of Mother land🇵🇰.
Voice of Civil Supremacy-(VOCS)🕊. 
Die heart Lover of ❤ میاں محمد نواز شریف❤ Volunteer SMT PML N🐆",21862.0,8345.0,1104.0,1120.0,1.0,False,,,@ishaqkhansumble
"@Oprah it's been 4months since a celebrity was BRUTALLY MURDERED in India &amp; d powers that b declared it suicide in minutes. All Events, Facts &amp;Evidence scream murder yet any Indian media who  covers it is harassed continous &amp;unjustly
@TheDailyShow pls Help us. #PMGiveJusticeToSSR https://t.co/MgOwhSLI9v",2020-10-26 01:35:51,en,,0.0,0.0,@Oprah,KingSSR🌍,"THIS IS HOW I'LL REMEMBER YOU FOREVER
@ItsSSR",3336.0,3542.0,152.0,114.0,0.0,False,,,@itskingssr
"@TheEllenShow A Celebrity was Brutally murdered in India &amp; d powers that be declared it suicide in minutes. All Events, Facts &amp;Evidence scream murder yet any Indian media who dares try 2cover it is being harassed continous &amp;unjustly
@TheDailyShow pls Help us. #PMGiveJusticeToSSR https://t.co/GaqB1D3ss8",2020-10-26 01:31:00,en,,0.0,1.0,@TheEllenShow,KingSSR🌍,"THIS IS HOW I'LL REMEMBER YOU FOREVER
@ItsSSR",3336.0,3542.0,152.0,114.0,0.0,False,,,@itskingssr
"@latelateshow A Celebrity was Brutally murdered in India &amp; d powers that be declared it suicide in minutes. All Events, Facts &amp;Evidence scream murder yet any Indian media who dares try 2cover it is being harassed continous &amp;unjustly
@TheDailyShow pls Help us. #PMGiveJusticeToSSR https://t.co/sAOxFwkout",2020-10-26 01:28:31,en,,0.0,0.0,@latelateshow,KingSSR🌍,"THIS IS HOW I'LL REMEMBER YOU FOREVER
@ItsSSR",3336.0,3542.0,152.0,114.0,0.0,False,,,@itskingssr
"A Celebrity was Brutally murdered in India and the powers that be declared it suicide in minutes. All Events, Facts &amp;Evidence scream murder yet any Indian media who dares try to cover it is being harassed continous &amp;unjustly
@TheDailyShow pls Help us. #PMGiveJusticeToSSR https://t.co/pLJBJIvxKZ",2020-10-26 01:24:22,en,,3.0,7.0,,KingSSR🌍,"THIS IS HOW I'LL REMEMBER YOU FOREVER
@ItsSSR",3336.0,3542.0,152.0,114.0,0.0,False,,,@itskingssr
"@YashHRatanpal Well.....😐
It's Indian media so",2020-10-26 01:23:54,en,,1.0,0.0,@YashHRatanpal,Pinned tweet// Kurkure Stan Account,"Break teeth not promises create employment for Dentist
Midnight troll
बस ख्याल अपने है बाकी सब उधार है। 
#Literary_Escapade
#PoemLikeRupiKaur
#DamselPolls",29175.0,65171.0,579.0,636.0,4.0,False,,,@Damsel_is_high
This is how Indian media works. https://t.co/4ulUf849Ig,2020-10-26 01:22:45,en,,1.0,0.0,,N Anand Rao एन आनंद राव ಎನ್ ಆನಂದ ರಾವ್,Retweets are not endorsement,5514.0,2209.0,385.0,46.0,0.0,False,,,@NAnandRao2
Story of Indian media https://t.co/cVC3WjdWsv,2020-10-26 01:14:18,en,,10.0,5.0,,Devi Prasad Rao 🇮🇳,"Engineer, Banker, Social entrepreneur, Authorpreneur. Proud Indian & Hindu",22004.0,69456.0,1124.0,3636.0,5.0,False,,,@DPRArohana
"@surajhoonmain Yeah does not help me, I am very ignorant about Indian media and politics.",2020-10-26 01:12:35,en,,0.0,0.0,@surajhoonmain,Poonam Kumpatla,"The cranky yogi. If you are not perpetually outraged at the state of affairs, ask yourself what’s wrong with you. LOVE is good for you and your skin.",13502.0,42646.0,1341.0,2195.0,6.0,False,,,@PoonamKumpatla
"@youngstarnav @ImranKhanPTI U do know that the police and army clashing is a lie made up by the indian media, even bbc refuted it",2020-10-26 00:55:32,en,,0.0,0.0,@youngstarnav,Rafay Abbas,,110.0,256.0,46.0,5.0,0.0,False,,,@RafayAbbas2
"#China blocks #Indian news channel @WIONews TV. @palkisu Sharma writes to the #Chinese President #XiJinping.

#CCP #ChineseVirus https://t.co/nYLNn6YDdJ",2020-10-26 00:22:44,en,,1.0,1.0,,í𝖓𝖉íα𝖓 í𝖓𝖙є𝖑𝖑í𝖌є𝖓𝖈є 𝖓є𝖜ѕ,"Exposing all the enemies of India.
surveillance & spying of evil plans of India's enemies",1370.0,8262.0,2642.0,1428.0,1.0,False,,,@ExposeAntiIndia
"Collective hypocrisy or selective bias: Why Indian media reports the way it does? Consumer context.

Media bias has a strong impact on both individual and public perception of news events, and thus impacts political decisions. 
Despite the rise of social media, https://t.co/ciYoIiAbiL",2020-10-26 00:14:08,en,,3.0,2.0,,Kroordarshak क्रूरदरर्शक,Kroordarshak l Satire l News media data & memes l Youths l Politics l Bollywood l Farmers l Empower women l Serious journo vs Toxicated journo l Trends watch.,21658.0,21136.0,884.0,3223.0,0.0,False,,,@SufiRoshan82
"To my favourite stars, will you #BoycottFilmfare after the numerous attacks on Bollywood by the Indian media?
#beingsalmankhan
#KaranJohar
https://t.co/4ifZpDvEX3",2020-10-26 00:00:37,en,,0.0,0.0,,ncjd2002,,47.0,1510.0,12.0,1.0,0.0,False,,,@ncjd2002
"@xspotsdamark @RasThaFarEye @AholiabBezaleel Never said I did or didn't like her though. Bob Marley is considered Black because of his mother, same with J cole because of his father. However her father is a Tamil Indian, media propaganda is working over time so she can shape shift into being Black lmao",2020-10-25 23:40:29,en,,1.0,0.0,@xspotsdamark,Zion,BIA,9450.0,12040.0,174.0,697.0,7.0,False,,,@RoadstoZion
"@republic @KanchanGupta 1st time in indian media Arnab stands for ""Rashtra"" &amp; fighting for truth, now its our turn because ""if its not now, then Never"" Agar av nahi to kabhi nahi. plz jo Shushant  se pyar karte ho, jo apne sadhu-santo ko Aadarsh samajhte ho to Arnab ka support karo
#ParamBirVsDemocracy",2020-10-25 23:32:13,en,,0.0,0.0,@republic,Smriti,"🌺kalyug me Satyug jo Lana hai,
🌸Har ghar me Ram Bnana hai,
🌺Jb hr ghar me Beti Lakshmibai aur Beta Ram   hoga,
🌺Tb Ghazni-Kasim v Tharrayega  🐅",166.0,210.0,53.0,4.0,0.0,False,,,@Smriti23017509
"@pakistaninews No one trusts Indian Media, even Indians don't trust it. 😂",2020-10-25 23:22:24,en,,0.0,0.0,@pakistaninews,𝐂𝐞𝐟𝐮𝐫,"Journalist, Social activist, Debunking Misinfo, affliated with  @UNHumanRights correspondent to civil services of HSS (Human Social Sector), Indep. Voice.",10344.0,9600.0,3223.0,2207.0,0.0,False,,,@iamcefur
@AparBharat I saw a south indian media person recently changing colours. Did you see that?,2020-10-25 22:24:38,en,,0.0,0.0,@RaulParody,Raul Vinci Parody,Instrumental in forming two successive majority governments at the centre. Dynast to the core.,97517.0,50722.0,3215.0,607.0,0.0,False,,,@RaulParody
What happened to #SSRCase the investigation was going on and then NCB got involved and included multiple big star's and where is report now?...what's going on? Since NCB got involved case got diverted #RepublicTV #indianmedia,2020-10-25 22:03:15,en,,0.0,0.0,,Bhakti Bhatt,,12.0,706.0,56.0,11.0,0.0,False,,,@BhaktiBhatt7
@youngstarnav @ImranKhanPTI May be you saw this class on Indian media or in bollywood hahaha,2020-10-25 21:50:09,en,,1.0,0.0,@youngstarnav,faizan jadoon,"*•. My иαмє :: fAizan khan jadoon
*•. xOdiAc sIgn :: taurus
*•. Beating Heart :: 29yrs
*•. h3igHt :: 5.7
*•. eYe cOlOr::DaRk br0Wn
*•. Followz ::muslim",724.0,932.0,70.0,21.0,6.0,False,,,@faizikhanjadoon
@RanaAyyub From 2002 you are playing the same record without any success.  Does any Indian media house takes you seriously and hire you  ?,2020-10-25 21:30:43,en,,0.0,0.0,@RanaAyyub,Ravithesungod ( 拉维),"Be human first then comes religion nationality and other things etc.  

Trust cannot be replaced",21310.0,7135.0,1123.0,209.0,1.0,False,,,@ravishendarkar
